,LoanStatus,Source,ModifiedCreditScore,ModifiedBankruptcyScore,EmploymentStatus,EmployedMonths,TotalMonthlyIncome,PrimeMonthlyLiability,PrimeMonthlyRent,TotalMonthlyDebtBeforeLoan,VehicleYear,VehicleMake,VehicleMileage,isNewVehicle,TotalVehicleValue,AmountRequested,DownPayment,Loanterm,OccupancyStatus,OccupancyDuration,EstimatedMonthlyPayment,NumberOfOpenRevolvingAccounts,LTV,RequestType,DTI,MemberIndicator,CoApplicantIndicator
4018,Approved,GATEWAY,620,337,Employed,36,2291.67,76.26,300.0,376.26,3,NISSAN,11.0,Y,18910.0,21279.0,0.0,72.0,LIVEWITHPARENTS,4,365.66,0.0,1.1252,INDIRECT,0.16419,N,N
4019,Declined,GATEWAY,689,315,Employed,191,8916.0,2056.0,0.0,2056.0,1,MAZDA,27.0,Y,28390.0,24199.0,3500.0,72.0,OWN,216,336.1,18.0,0.8523,INDIRECT,0.2306,N,Y
4020,Declined,GATEWAY,625,414,Employed,24,4500.0,153.0,400.0,553.0,3,NISSAN,17384.0,N,25050.0,16984.0,0.0,72.0,RENT,24,235.89,1.0,0.678,INDIRECT,0.12289,N,N
4022,Declined,GATEWAY,648,397,Employed,9,2875.0,50.0,400.0,450.0,2,TOYOTA,0.0,Y,17940.0,16811.0,200.0,72.0,RENT,9,291.5,0.0,0.937,INDIRECT,0.15652,N,N
4024,Approved,GATEWAY,827,484,Employed,144,10000.0,3850.0,0.0,3850.0,4,MAZDA,21153.0,N,14750.0,10025.0,4900.0,36.0,BUYING,26,287.33,11.0,0.6796,INDIRECT,0.385,N,Y
4026,Declined,GATEWAY,610,317,Employed,1,4800.0,802.0,450.0,1702.0,7,KIA,65633.0,N,9250.0,11630.0,1000.0,72.0,RENT,14,213.96,1.0,1.2572,INDIRECT,0.35458,N,Y
4030,Approved,CONSUMER,757,189,Employed,180,9497.0,4441.0,0.0,4441.0,4,NISSAN,21448.0,N,20464.0,20464.0,0.0,72.0,BUYING,36,327.09,30.0,1.0,DEALER PURCHASE,0.46762,Y,Y
4034,Declined,LENDER,470,185,Employed,13,3425.07,664.0,300.0,1264.0,4,UNDECIDED,0.0,Y,20902.6956131264,12000.0,0.0,60.0,LIVEWITHPARENTS,24,294.74,4.0,0.9986677530706456,DEALER PURCHASE,0.36904,N,Y
4036,Approved,GATEWAY,726,419,Employed,30,3400.0,226.0,600.0,826.0,4,FORD,71147.0,N,8100.0,9445.0,0.0,72.0,RENT,1,219.97,1.0,1.166,INDIRECT,0.24294,N,Y
4037,Declined,GATEWAY,511,151,Employed,6,5000.0,747.71,750.0,1497.71,1,JEEP,12.0,Y,28275.0,22353.0,5000.0,72.0,RENT,36,310.46,4.0,0.7905,INDIRECT,0.29954,N,N
4039,Declined,GATEWAY,684,358,Employed,12,2916.67,33.0,600.0,633.0,7,HONDA,54089.0,N,18525.0,17999.0,0.0,60.0,RENT,5,13.32,5.0,0.9716,INDIRECT,0.21703,N,N
4040,Declined,GATEWAY,590,129,Employed,12,6250.0,826.67,0.0,826.67,3,TOYOTA,10.0,Y,39096.0,29967.0,3500.0,72.0,LIVEWITHPARENTS,36,416.21,10.0,0.7664,INDIRECT,0.13227,N,N
4043,Declined,GATEWAY,710,347,Employed,4,18334.0,6152.0,0.0,6152.0,3,ACURA,28878.0,N,31550.0,32223.0,6000.0,75.0,BUYING,12,29.2,3.0,1.0213,INDIRECT,0.35398,N,Y
4046,Approved,GATEWAY,758,311,Retired,0,4350.0,1611.47,0.0,2061.47,10,OTHERS,76405.0,N,8150.0,8998.0,700.0,60.0,BUYING,372,202.37,8.0,1.104,INDIRECT,0.4739,N,Y
4048,Approved,GATEWAY,711,376,Employed,120,6666.75,895.0,900.0,2095.0,2,JEEP,18.0,Y,27875.0,24841.0,2000.0,84.0,OTHER,24,344.19,9.0,0.8911,INDIRECT,0.31425,N,Y
4050,Declined,GATEWAY,674,349,Employed,1,1900.0,25.0,0.0,25.0,3,TOYOTA,41826.0,N,18125.0,16143.0,0.0,75.0,OTHER,24,215.24,1.0,0.8906,INDIRECT,0.01316,N,N
4052,Declined,GATEWAY,691,67,Employed,228,10800.0,4306.0,300.0,4606.0,3,RAM,25.0,Y,54455.0,63212.0,1000.0,84.0,LIVEWITHPARENTS,12,752.53,12.0,1.1608,INDIRECT,0.42648,N,N
4053,Approved,GATEWAY,692,347,Employed,36,7133.0,666.0,300.0,1266.0,4,OTHERS,49764.0,N,22075.0,18781.0,0.0,72.0,RENT,3,417.35,16.0,0.8507,INDIRECT,0.17748,N,Y
4054,Approved,GATEWAY,749,374,Employed,1,7467.0,222.91,400.0,1172.91,4,DODGE,34656.0,N,19500.0,18372.0,500.0,72.0,RENT,36,370.51,1.0,0.9421,CAR SALE,0.15708,N,Y
4057,Approved,LENDER,802,328,Employed,204,29825.58,1861.0,0.0,1861.0,5,CHEVROLET,300.0,N,51250.0,37000.0,0.0,84.0,BUYING,240,603.46,4.0,0.7219,DEALER PURCHASE,0.13258,Y,Y
4058,Approved,GATEWAY,689,159,Employed,240,8000.0,2913.0,0.0,2913.0,7,FORD,40502.0,N,11475.0,14712.0,600.0,66.0,BUYING,168,232.93,6.0,1.282,INDIRECT,0.36412,N,N
4059,Declined,GATEWAY,662,304,Employed,36,7300.0,902.0,0.0,1202.0,2,NISSAN,7.0,Y,25000.0,24122.0,500.0,72.0,OWN,120,417.76,3.0,0.9648,INDIRECT,0.16466,N,Y
4062,Declined,GATEWAY,656,156,Employed,15,4000.0,616.0,300.0,916.0,7,JEEP,50017.0,N,24325.0,22589.0,1500.0,72.0,LIVEWITHPARENTS,24,388.44,6.0,0.9286,INDIRECT,0.229,N,N
4064,Approved,LENDER,701,321,Employed,5,4766.67,224.0,375.0,599.0,0,UNDECIDED,0.0,N,20902.6956131264,25000.0,0.0,72.0,RENT,144,406.71,0.0,0.9986677530706456,DEALER PURCHASE,0.12566,Y,N
4067,Declined,GATEWAY,682,331,Employed,8,1818.0,0.0,300.0,300.0,2,TOYOTA,12.0,Y,19825.0,26651.0,0.0,72.0,LIVEWITHPARENTS,24,419.49,0.0,1.3443,INDIRECT,0.16502,N,N
4071,Approved,GATEWAY,787,351,Employed,36,5500.0,484.0,300.0,784.0,1,FORD,13149.0,N,36146.25,37187.0,2500.0,84.0,LIVEWITHPARENTS,120,499.53,1.0,1.0287,INDIRECT,0.14255,N,N
4072,Declined,GATEWAY,659,353,Employed,36,3243.0,25.0,300.0,325.0,4,OTHERS,26810.0,N,28050.0,18414.0,9000.0,60.0,LIVEWITHPARENTS,36,306.9,2.0,0.6564,INDIRECT,0.10022,N,N
4073,Declined,GATEWAY,697,313,Employed,24,4000.0,444.0,385.0,829.0,4,NISSAN,8.0,Y,30885.0,32830.0,0.0,75.0,RENT,24,488.55,1.0,1.0629,INDIRECT,0.20725,N,N
4078,Approved,CONSUMER,809,366,Employed,204,5204.25,635.0,0.0,635.0,3,DODGE,45000.0,N,20000.0,18000.0,0.0,60.0,OWN,348,329.92,12.0,0.9,DEALER PURCHASE,0.12202,Y,N
4090,Approved,LENDER,713,364,Employed,13,6750.0,1521.0,0.0,1521.0,6,FORD,29500.0,N,28175.0,20000.0,0.0,75.0,BUYING,48,298.66,2.0,0.7098,DEALER PURCHASE,0.22533,N,Y
4094,Declined,GATEWAY,684,349,Employed,8,3800.0,713.0,0.0,713.0,1,HONDA,13.0,Y,19640.0,28483.0,1000.0,60.0,LIVEWITHPARENTS,8,46.69,7.0,1.4502,INDIRECT,0.18763,N,N
4096,Approved,GATEWAY,826,330,Retired,0,6500.0,1781.0,0.0,1781.0,6,HYUNDAI,21694.0,N,21275.0,18094.0,3000.0,66.0,BUYING,132,301.81,13.0,0.8504,INDIRECT,0.274,N,N
4101,Approved,GATEWAY,752,324,Employed,10,5500.0,73.0,0.0,73.0,2,MAZDA,31.0,Y,26175.0,19252.0,250.0,72.0,OWN,132,296.81,4.0,0.7355,INDIRECT,0.01327,N,N
4105,Declined,CONSUMER,0,419,Employed,24,2900.0,25.0,825.0,850.0,0,UNDECIDED,0.0,N,10000.0,9800.0,200.0,48.0,RENT,34,272.86,1.0,0.98,DEALER PURCHASE,0.2931,N,N
4106,Approved,GATEWAY,679,358,Employed,110,5200.0,473.33,1000.0,1473.33,5,MERCEDES-BENZ,35387.0,N,23100.0,27519.0,0.0,84.0,RENT,12,397.66,1.0,1.1912,INDIRECT,0.28333,N,N
4107,Approved,GATEWAY,672,358,Employed,12,4440.0,183.0,550.0,733.0,9,DODGE,94778.0,N,9850.0,9940.0,0.0,66.0,RENT,36,169.71,2.0,1.0091,INDIRECT,0.16509,N,N
4108,Approved,GATEWAY,762,371,Employed,156,4667.0,513.0,400.0,913.0,2,FORD,5.0,Y,24645.0,27410.0,1176.0,84.0,RENT,156,378.53,2.0,1.1121,INDIRECT,0.19563,N,N
4111,Approved,GATEWAY,811,360,Employed,192,7916.66,2523.0,0.0,2523.0,1,NISSAN,5.0,Y,26865.0,31112.0,3200.0,84.0,BUYING,36,455.94,10.0,1.158,INDIRECT,0.3187,Y,Y
4112,Declined,GATEWAY,707,359,Employed,18,3750.0,48.0,300.0,348.0,3,TOYOTA,39496.0,N,18125.0,16069.0,0.0,72.0,LIVEWITHPARENTS,108,223.19,4.0,0.8865,INDIRECT,0.0928,N,N
4124,Declined,GATEWAY,636,313,Employed,5,4627.92,509.0,300.0,1109.0,2,NISSAN,25.0,Y,24590.0,25027.0,500.0,75.0,LIVEWITHPARENTS,24,420.87,2.0,1.0177,CAR SALE,0.23963,N,Y
4129,Declined,CONSUMER,527,141,Employed,12,5000.0,81.0,0.0,81.0,0,UNDECIDED,0.0,N,10000.0,10000.0,0.0,48.0,OWN,12,208.34,2.0,1.0,DEALER PURCHASE,0.0162,N,N
4132,Declined,LENDER,684,328,Retired,255,1800.0,325.0,0.0,325.0,8,NISSAN,97500.0,N,7875.0,12500.0,0.0,66.0,OWN,432,224.2,1.0,1.5873,REFINANCE,0.15854,Y,N
4133,Declined,GATEWAY,742,337,Employed,28,5760.0,800.0,900.0,2600.0,1,KIA,15.0,Y,40395.0,35096.0,0.0,84.0,RENT,48,417.81,8.0,0.8688,INDIRECT,0.45139,N,Y
4135,Approved,GATEWAY,681,419,Employed,233,3680.0,1250.0,0.0,1550.0,9,HYUNDAI,75915.0,N,8925.0,9741.0,1000.0,66.0,BUYING,144,162.66,4.0,1.0914,INDIRECT,0.4212,N,Y
4137,Declined,LENDER,736,414,Employed,24,2000.0,381.0,440.0,821.0,4,UNDECIDED,0.0,Y,20902.6956131264,15000.0,0.0,66.0,RENT,5,255.79,1.0,0.9986677530706456,DEALER PURCHASE,0.4105,N,N
4140,Approved,GATEWAY,744,187,Employed,456,11666.67,3844.0,0.0,3844.0,0,KIA,47.0,Y,27305.0,27334.0,0.0,72.0,BUYING,26,438.57,6.0,1.001,INDIRECT,0.32949,N,N
4141,Approved,GATEWAY,655,436,Retired,120,4558.33,27.0,575.0,602.0,2,NISSAN,15.0,Y,19745.0,22522.0,0.0,72.0,RENT,27,373.65,1.0,1.1406,CAR SALE,0.13207,N,N
4142,Approved,GATEWAY,758,465,Employed,4,2791.67,0.0,300.0,300.0,5,TOYOTA,28420.0,N,17900.0,15084.0,2000.0,75.0,LIVEWITHPARENTS,29,231.56,1.0,0.8426,INDIRECT,0.10746,N,N
4145,Approved,GATEWAY,814,425,Retired,0,4533.33,793.0,0.0,1093.0,5,NISSAN,48715.0,N,10975.0,10940.0,850.0,75.0,OWN,360,217.82,17.0,0.9968,INDIRECT,0.2411,N,Y
4148,Approved,LENDER,625,316,Employed,30,2253.33,50.0,351.0,401.0,10,ACURA,69000.0,N,15450.0,12436.26,0.0,60.0,RENT,31,267.51,2.0,0.8049,REFINANCE-PROMO,0.17796,N,N
4151,Approved,GATEWAY,634,322,Retired,180,5055.0,1877.0,0.0,1877.0,4,DODGE,42745.0,N,23225.0,17588.0,5000.0,75.0,OWN,264,292.81,10.0,0.7572,CAR SALE,0.37132,N,Y
4152,Approved,GATEWAY,618,324,Employed,7,4658.33,736.72,300.0,1036.72,4,KIA,16073.0,N,20450.0,20394.0,0.0,75.0,LIVEWITHPARENTS,31,427.33,4.0,0.9972,INDIRECT,0.22255,N,N
4155,Approved,GATEWAY,670,311,Retired,0,7041.66,815.0,0.0,1115.0,4,HYUNDAI,36125.0,N,13925.0,13246.0,2500.0,75.0,OWN,24,254.41,7.0,0.9512,INDIRECT,0.15834,N,Y
4156,Approved,GATEWAY,759,355,Employed,108,7683.0,2027.0,0.0,2027.0,3,DODGE,21725.0,N,21100.0,22277.0,0.0,84.0,BUYING,24,307.04,9.0,1.0557,INDIRECT,0.26383,N,Y
4159,Declined,GATEWAY,623,341,Employed,37,4989.0,129.0,0.0,129.0,6,HONDA,60985.0,N,21650.0,15510.0,6000.0,72.0,OWN,24,215.42,0.0,0.7163,INDIRECT,0.02586,N,Y
4160,Declined,GATEWAY,0,0,Employed,1,2184.0,0.0,400.0,400.0,4,NISSAN,11591.0,N,14600.0,13211.0,2000.0,72.0,LIVEWITHPARENTS,48,183.49,0.0,0.9048,INDIRECT,0.18315,N,N
4161,Approved,GATEWAY,719,318,Employed,24,6333.33,570.0,930.0,1500.0,2,JEEP,10.0,Y,22020.0,22251.0,0.0,84.0,RENT,3,306.2,4.0,1.0104,INDIRECT,0.23684,N,N
4163,Declined,LENDER,618,372,Employed,120,4416.66,76.0,760.0,836.0,0,UNDECIDED,0.0,Y,20902.6956131264,15000.0,0.0,66.0,RENT,120,302.13,4.0,0.9986677530706456,DEALER PURCHASE,0.18928,N,N
4164,Declined,GATEWAY,698,355,Employed,12,6000.0,1131.0,0.0,1131.0,1,FORD,5.0,Y,27975.0,24544.0,3000.0,72.0,OWN,18,443.96,1.0,0.8773,INDIRECT,0.1885,N,N
4165,Declined,GATEWAY,648,305,Employed,480,5834.0,90.0,300.0,390.0,4,RAM,25.0,Y,48190.0,46212.0,0.0,75.0,LIVEWITHPARENTS,240,616.16,1.0,0.9589,INDIRECT,0.06685,N,N
4166,Declined,GATEWAY,606,338,Employed,14,2736.0,179.0,350.0,529.0,3,KIA,35919.0,N,12850.0,12841.0,2000.0,72.0,RENT,16,178.35,0.0,0.9992,CAR SALE,0.19335,N,N
4167,Declined,GATEWAY,583,155,Employed,7,3000.0,954.47,500.0,1454.47,5,NISSAN,31663.0,N,13875.0,13964.0,0.0,72.0,RENT,7,308.87,0.0,1.0064,INDIRECT,0.48482,N,N
4168,Declined,LENDER,617,313,Employed,13,1300.0,104.0,300.0,404.0,4,VOLKSWAGEN,28000.0,N,15750.0,14668.0,0.0,66.0,LIVEWITHPARENTS,6,286.35,5.0,0.9313,REFINANCE-PROMO,0.31077,Y,N
4170,Declined,GATEWAY,632,348,Employed,2,2426.0,294.0,300.0,594.0,5,JEEP,50874.0,N,20000.0,22352.0,0.0,75.0,LIVEWITHPARENTS,30,298.03,0.0,1.1176,INDIRECT,0.24485,N,N
4177,Approved,LENDER,754,415,Employed,312,5666.0,395.0,0.0,395.0,4,UNDECIDED,0.0,Y,20902.6956131264,20000.0,0.0,75.0,OWN,312,303.91,10.0,0.9986677530706456,DEALER PURCHASE,0.06971,Y,N
4178,Approved,GATEWAY,790,355,Employed,24,2916.67,25.0,800.0,825.0,1,NISSAN,50.0,Y,23780.0,29723.0,1643.0,84.0,RENT,36,429.48,1.0,1.2499,INDIRECT,0.28286,Y,N
4183,Declined,GATEWAY,617,179,Employed,42,6000.0,1520.0,599.0,2119.0,6,OTHERS,25146.0,N,15725.0,16874.0,2000.0,72.0,RENT,25,234.37,3.0,1.073,INDIRECT,0.35317,N,N
4184,Declined,CONSUMER,677,337,Employed,173,3446.0,520.0,1200.0,1720.0,7,FORD,77500.0,N,10500.0,9500.0,1000.0,60.0,RENT,35,176.78,8.0,0.9047,DEALER PURCHASE,0.49913,Y,N
4192,Declined,LENDER,509,160,Employed,6,2080.0,0.0,300.0,300.0,0,UNDECIDED,0.0,N,20902.6956131264,15000.0,0.0,66.0,LIVEWITHPARENTS,29,346.59,0.0,0.9986677530706456,DEALER PURCHASE,0.14423,N,N
4194,Declined,GATEWAY,735,379,Employed,6,6260.0,597.0,600.0,1197.0,4,KIA,26775.0,N,18950.0,20757.0,1000.0,72.0,RENT,18,288.3,5.0,1.0953,INDIRECT,0.19121,N,Y
4195,Approved,LENDER,709,345,Employed,180,4416.67,163.0,0.0,163.0,4,UNDECIDED,0.0,Y,20902.6956131264,24000.0,0.0,75.0,BUYING,30,358.43,6.0,0.9986677530706456,DEALER PURCHASE,0.03691,Y,N
4196,Approved,GATEWAY,842,374,Employed,156,17208.33,5214.0,0.0,5214.0,2,FORD,8.0,Y,24645.0,24546.0,0.0,67.0,BUYING,180,361.69,11.0,0.9959,INDIRECT,0.30299,N,Y
4197,Declined,GATEWAY,707,448,Employed,3,1200.0,36.2,0.0,36.2,4,HONDA,42100.0,N,12700.0,11442.0,0.0,72.0,LIVEWITHPARENTS,13,158.92,1.0,0.9009,INDIRECT,0.03017,N,N
4199,Approved,GATEWAY,802,428,Employed,144,20000.0,35.0,1350.0,1385.0,2,GMC,10.0,Y,50445.0,33245.0,15000.0,60.0,RENT,36,676.24,1.0,0.659,INDIRECT,0.06925,N,N
4202,Declined,GATEWAY,593,34,Employed,133,8000.0,3727.0,0.0,3727.0,10,NISSAN,35934.0,N,16700.0,16237.0,1000.0,64.0,OTHER,7,253.71,25.0,0.9722,INDIRECT,0.46588,N,N
4203,Declined,LENDER,575,325,Employed,3,1598.91,103.0,300.0,403.0,4,UNDECIDED,0.0,Y,20902.6956131264,13000.0,0.0,75.0,LIVEWITHPARENTS,252,324.55,4.0,0.9986677530706456,PREAPPROVAL,0.25205,N,N
4204,Declined,GATEWAY,615,302,Employed,6,2150.0,232.0,421.0,653.0,2,FORD,6.0,Y,25018.0,23812.0,0.0,75.0,RENT,6,441.1,3.0,0.9517,INDIRECT,0.30372,N,N
4205,Declined,GATEWAY,788,352,Employed,36,4290.0,0.0,460.0,920.0,6,NISSAN,85122.0,N,11350.0,11238.0,1000.0,66.0,RENT,24,170.28,0.0,0.9901,INDIRECT,0.21445,N,Y
4210,Declined,LENDER,653,303,Employed,144,5000.0,464.0,0.0,464.0,0,UNDECIDED,0.0,Y,20902.6956131264,25000.0,0.0,66.0,BUYING,108,457.36,3.0,0.9986677530706456,DEALER PURCHASE,0.0928,Y,N
4214,Approved,GATEWAY,730,352,Employed,12,5916.66,0.0,500.0,1000.0,3,HYUNDAI,44545.0,N,21900.0,21749.0,0.0,84.0,RENT,24,349.91,4.0,0.9931,CAR SALE,0.16901,N,Y
4215,Approved,GATEWAY,757,357,Retired,0,5333.33,721.0,505.0,1526.0,7,NISSAN,30854.0,N,18125.0,19839.0,1000.0,72.0,RENT,36,349.55,7.0,1.0945,CAR SALE,0.28613,N,Y
4219,Declined,GATEWAY,728,342,Employed,26,3875.0,457.0,400.0,857.0,1,DODGE,14.0,Y,25580.0,34456.0,500.0,84.0,RENT,26,363.1,2.0,1.3469,INDIRECT,0.22116,N,N
4220,Approved,GATEWAY,832,342,Employed,264,10000.0,1185.0,0.0,1185.0,4,MAZDA,32832.0,N,20325.0,18050.0,1000.0,48.0,OWN,228,440.1,4.0,0.888,INDIRECT,0.1185,N,N
4223,Approved,GATEWAY,643,187,Employed,108,6166.67,2469.0,0.0,2469.0,2,NISSAN,9.0,Y,27155.0,20207.0,7000.0,75.0,BUYING,122,342.45,7.0,0.7441,INDIRECT,0.40038,N,N
4224,Approved,LENDER,801,432,Employed,190,3380.0,216.0,300.0,516.0,9,JEEP,74244.0,N,21875.0,23390.41,0.0,66.0,RENT,324,399.5,3.0,1.0692,DEALER PURCHASE,0.15266,Y,N
4225,Declined,GATEWAY,571,342,Employed,48,4300.0,978.0,550.0,1728.0,2,TOYOTA,12.0,Y,20902.6956131264,23269.0,1000.0,72.0,RENT,48,323.19,2.0,0.9986677530706456,INDIRECT,0.40186,N,Y
4230,Approved,LENDER,750,394,Employed,31,5833.33,63.0,500.0,563.0,6,TOYOTA,28890.0,N,27550.0,14000.0,0.0,48.0,RENT,42,308.13,5.0,0.5081,REFINANCE-PROMO,0.09651,N,N
4231,Approved,GATEWAY,671,173,Retired,0,9166.67,1832.0,0.0,1832.0,2,NISSAN,14.0,Y,39525.0,47112.0,3400.0,84.0,BUYING,144,735.11,14.0,1.1919,CAR SALE,0.19985,Y,Y
4235,Approved,LENDER,731,345,Employed,13,1785.33,20.0,300.0,320.0,8,TOYOTA,32000.0,N,13050.0,8088.52,0.0,60.0,LIVEWITHPARENTS,24,187.89,2.0,0.6198,REFINANCE-PROMO,0.17924,N,N
4236,Approved,GATEWAY,696,341,Employed,9,3400.0,50.0,500.0,850.0,4,HYUNDAI,42363.0,N,15450.0,11805.0,3500.0,75.0,RENT,7,218.68,2.0,0.764,INDIRECT,0.25,N,Y
4237,Approved,GATEWAY,650,175,Employed,10,6000.0,907.0,300.0,1207.0,4,LEXUS,28701.0,N,38425.0,36635.0,3000.0,75.0,LIVEWITHPARENTS,13,639.17,4.0,0.9534,INDIRECT,0.20117,Y,N
4245,Approved,CONSUMER,610,180,Employed,10,5416.67,993.24,300.0,1293.24,4,NISSAN,14500.0,N,24000.0,21000.0,0.0,75.0,OTHER,150,372.62,13.0,0.875,REFINANCE,0.23875,N,N
4248,Approved,GATEWAY,791,395,Employed,36,5000.0,1062.0,0.0,1062.0,3,HONDA,13530.0,N,18625.0,14086.0,2000.0,66.0,BUYING,7,252.37,3.0,0.7562,INDIRECT,0.2124,Y,N
4254,Approved,GATEWAY,734,164,Employed,204,11278.67,2272.0,0.0,2272.0,3,BUICK,29.0,Y,46980.0,44972.0,0.0,84.0,BUYING,48,619.92,11.0,0.9572,INDIRECT,0.20144,N,Y
4255,Approved,GATEWAY,619,325,Employed,108,5183.33,440.0,300.0,1040.0,2,NISSAN,9.0,Y,19315.0,23772.0,1000.0,72.0,LIVEWITHPARENTS,156,384.68,5.0,1.2307,CAR SALE,0.20064,N,Y
4256,Approved,CONSUMER,734,348,Employed,276,6000.0,921.0,0.0,921.0,4,UNDECIDED,0.0,Y,20000.0,18000.0,2000.0,48.0,BUYING,180,398.3,5.0,0.9,DEALER PURCHASE,0.1535,Y,N
4257,Approved,GATEWAY,660,301,Employed,7,2041.67,186.0,400.0,586.0,4,NISSAN,46144.0,N,12150.0,7218.0,5500.0,66.0,RENT,7,117.27,4.0,0.594,CAR SALE,0.28702,N,N
4259,Approved,LENDER,637,352,Unemployed,12,2300.0,25.0,300.0,325.0,6,TOYOTA,0.0,N,15275.0,12220.0,0.0,48.0,RENT,0,281.07,1.0,0.8,TITLE LOAN,0.1413,N,N
4260,Approved,CONSUMER,819,432,Employed,220,6938.75,56.0,0.0,56.0,3,TOYOTA,0.0,Y,35000.0,33000.0,2000.0,48.0,OTHER,212,723.76,6.0,0.9428,DEALER PURCHASE,0.00807,Y,N
4262,Declined,LENDER,635,311,Employed,109,3745.0,1061.0,300.0,1661.0,2,KIA,605.0,Y,22195.0,26512.83,0.0,84.0,OTHER,25,420.67,4.0,1.1945,REFINANCE-PROMO,0.44352,Y,Y
4265,Declined,GATEWAY,639,329,Employed,12,6000.0,557.0,400.0,1257.0,4,NISSAN,2117.0,N,22325.0,22494.0,2000.0,72.0,RENT,24,312.42,11.0,1.0075,INDIRECT,0.2095,N,Y
4266,Declined,GATEWAY,642,335,Employed,42,3487.0,454.0,535.0,989.0,3,KIA,15.0,Y,23170.0,20921.0,2000.0,72.0,RENT,29,290.57,1.0,0.9029,INDIRECT,0.28362,N,N
4267,Declined,GATEWAY,500,176,Employed,12,6261.66,868.22,465.0,1798.22,11,VOLKSWAGEN,99987.0,N,15925.0,18189.0,2000.0,72.0,RENT,12,402.24,7.0,1.1421,INDIRECT,0.28718,N,Y
4271,Approved,GATEWAY,843,415,Employed,24,4558.0,967.0,0.0,967.0,2,CHEVROLET,2655.0,Y,21935.0,19751.0,0.0,60.0,BUYING,156,383.84,6.0,0.9004,INDIRECT,0.21215,N,N
4278,Approved,GATEWAY,811,468,Retired,0,10800.0,664.0,0.0,664.0,1,CHEVROLET,98.0,Y,27840.0,5598.0,9000.0,24.0,OWN,102,238.72,15.0,0.201,INDIRECT,0.06148,N,Y
4279,Approved,GATEWAY,780,387,Retired,36,3083.33,99.0,500.0,599.0,3,NISSAN,25.0,Y,22515.0,28510.0,0.0,84.0,RENT,48,381.41,7.0,1.2662,CAR SALE,0.19427,N,N
4280,Declined,GATEWAY,695,340,Employed,7,2311.83,10.0,300.0,310.0,3,NISSAN,7.0,Y,20902.6956131264,19284.0,500.0,72.0,RENT,24,267.84,1.0,0.9986677530706456,CAR SALE,0.13409,N,N
4282,Declined,GATEWAY,605,126,Retired,39,3000.0,1426.0,300.0,1726.0,5,KIA,45505.0,N,11350.0,12542.0,500.0,72.0,OTHER,3,174.2,5.0,1.105,INDIRECT,0.57533,N,N
4283,Declined,GATEWAY,580,99,Retired,180,3034.0,288.0,0.0,288.0,3,TOYOTA,46362.0,N,20725.0,20601.0,500.0,72.0,LIVEWITHPARENTS,12,286.13,10.0,0.994,INDIRECT,0.09492,N,N
4288,Approved,GATEWAY,734,374,Employed,18,2908.33,15.0,300.0,315.0,3,NISSAN,8.0,Y,26155.0,32045.0,4033.0,84.0,RENT,24,471.0,2.0,1.2251,CAR SALE,0.10831,Y,N
4290,Approved,GATEWAY,750,390,Employed,2,3333.33,89.0,300.0,389.0,3,NISSAN,5.0,Y,26245.0,25555.0,0.0,72.0,LIVEWITHPARENTS,1,311.09,6.0,0.9737,CAR SALE,0.1167,N,N
4291,Approved,GATEWAY,846,335,Employed,204,5166.67,1210.0,0.0,1210.0,1,HYUNDAI,15.0,Y,33655.0,37815.0,692.0,75.0,BUYING,144,608.26,8.0,1.1236,INDIRECT,0.23419,Y,N
4292,Declined,GATEWAY,572,189,Retired,48,3358.33,1052.0,0.0,1052.0,5,CHEVROLET,34857.0,N,12400.0,11809.0,1000.0,72.0,BUYING,168,164.02,2.0,0.9523,INDIRECT,0.31325,N,N
4298,Declined,LENDER,586,324,Others,24,6000.0,0.0,300.0,300.0,10,JEEP,97159.0,N,17475.0,21500.0,0.0,48.0,OTHER,24,624.42,0.0,1.2303,REFINANCE,0.05,N,N
4299,Declined,GATEWAY,658,183,Employed,180,4960.0,1268.0,0.0,1568.0,4,MAZDA,17.0,Y,20815.0,24706.0,0.0,84.0,OWN,336,294.12,9.0,1.1869,INDIRECT,0.31613,N,Y
4304,Approved,GATEWAY,648,332,Employed,12,2028.0,235.87,300.0,535.87,7,TOYOTA,41959.0,N,12850.0,10962.0,4000.0,48.0,LIVEWITHPARENTS,120,257.43,3.0,0.853,INDIRECT,0.26424,N,N
4307,Approved,CONSUMER,773,350,Employed,108,6708.87,2101.0,0.0,2101.0,8,CHEVROLET,61000.0,N,15175.0,13637.0,0.0,48.0,BUYING,156,311.93,3.0,0.8986,REFINANCE-PROMO,0.31317,Y,N
4308,Approved,GATEWAY,692,370,Employed,10,2901.58,113.34,500.0,613.34,3,NISSAN,20.0,Y,24640.0,26393.0,2300.0,84.0,RENT,48,388.48,3.0,1.0711,CAR SALE,0.21138,N,N
4310,Approved,GATEWAY,691,177,Employed,15,7250.0,1303.0,300.0,1603.0,5,TOYOTA,25470.0,N,18200.0,18383.0,0.0,60.0,RENT,12,371.9,6.0,1.01,CAR SALE,0.2211,Y,N
4312,Declined,GATEWAY,633,304,Employed,27,2500.0,0.0,300.0,300.0,6,KIA,16491.0,N,15900.0,14757.0,1000.0,72.0,LIVEWITHPARENTS,36,204.96,0.0,0.9281,CAR SALE,0.12,N,N
