COURSE CODE,CLASS SECTION,Date,END DATE,MON,TUE,WED,THU,FRI,SAT,SUN,VENUE,START TIME,END TIME,COURSE TITLE
BBMS1001,2A,2022-01-18,2022-01-25,,TUE,,,,,,MWT7,9:30,11:20,Introduction to Human Anatomy and Physiology
BBMS1001,2A,2022-01-21,2022-01-28,,,,,FRI,,,CYPP3,14:30,17:20,Introduction to Human Anatomy and Physiology
BBMS1001,2A,2022-02-08,2022-02-08,,TUE,,,,,,FMLMDL1,9:30,11:20,Introduction to Human Anatomy and Physiology
BBMS1001,2A,2022-02-08,2022-03-01,,TUE,,,,,,MWT7,9:30,11:20,Introduction to Human Anatomy and Physiology
BBMS1001,2A,2022-02-11,2022-03-04,,,,,FRI,,,CYPP3,14:30,17:20,Introduction to Human Anatomy and Physiology
BBMS1001,2A,2022-02-25,2022-02-25,,,,,FRI,,,FMLMDL1,14:30,16:20,Introduction to Human Anatomy and Physiology
BBMS1001,2A,2022-03-15,2022-03-29,,TUE,,,,,,MWT7,9:30,11:20,Introduction to Human Anatomy and Physiology
BBMS1001,2A,2022-03-18,2022-04-08,,,,,FRI,,,CYPP3,14:30,17:20,Introduction to Human Anatomy and Physiology
BBMS1001,2A,2022-04-12,2022-04-26,,TUE,,,,,,MWT7,9:30,11:20,Introduction to Human Anatomy and Physiology
BBMS1001,2A,2022-04-22,2022-04-29,,,,,FRI,,,CYPP3,14:30,17:20,Introduction to Human Anatomy and Physiology
BBMS2001,2A,2022-01-17,2022-02-28,MON,,,,,,,FMLG-20,9:30,12:20,Basic Biomedical Laboratory Techniques
BBMS2001,2A,2022-01-18,2022-01-25,,TUE,,,,,,FMLG-20,13:30,16:20,Basic Biomedical Laboratory Techniques
BBMS2001,2A,2022-02-08,2022-03-01,,TUE,,,,,,FMLG-20,13:30,16:20,Basic Biomedical Laboratory Techniques
BBMS2001,2A,2022-03-14,2022-04-11,MON,,,,,,,FMLG-20,9:30,12:20,Basic Biomedical Laboratory Techniques
BBMS2001,2A,2022-03-15,2022-03-29,,TUE,,,,,,FMLG-20,13:30,16:20,Basic Biomedical Laboratory Techniques
BBMS2001,2A,2022-04-12,2022-04-26,,TUE,,,,,,FMLG-20,13:30,16:20,Basic Biomedical Laboratory Techniques
BBMS2001,2A,2022-04-25,2022-04-25,MON,,,,,,,FMLG-20,9:30,12:20,Basic Biomedical Laboratory Techniques
BBMS2003,2A,2022-01-17,2022-01-24,MON,,,,,,,FMMLT1,13:30,15:20,Human Genetics
BBMS2003,2A,2022-01-20,2022-01-27,,,,THU,,,,CPD-2.16,13:30,14:20,Human Genetics
BBMS2003,2A,2022-02-10,2022-03-03,,,,THU,,,,CPD-2.16,13:30,14:20,Human Genetics
BBMS2003,2A,2022-02-14,2022-02-14,MON,,,,,,,FMALT2,13:30,15:20,Human Genetics
BBMS2003,2A,2022-02-21,2022-02-21,MON,,,,,,,HRI-S3,13:30,15:20,Human Genetics
BBMS2003,2A,2022-02-28,2022-02-28,MON,,,,,,,FMMLT1,13:30,15:20,Human Genetics
BBMS2003,2A,2022-03-14,2022-03-14,MON,,,,,,,FMALT2,13:30,15:20,Human Genetics
BBMS2003,2A,2022-03-17,2022-04-28,,,,THU,,,,CPD-2.16,13:30,14:20,Human Genetics
BBMS2003,2A,2022-03-21,2022-03-21,MON,,,,,,,ONLINE,13:30,15:20,Human Genetics
BBMS2003,2A,2022-03-28,2022-03-28,MON,,,,,,,FMMLT1,13:30,15:20,Human Genetics
BBMS2003,2A,2022-04-04,2022-04-04,MON,,,,,,,HRI-S3,13:30,15:20,Human Genetics
BBMS2003,2A,2022-04-11,2022-04-11,MON,,,,,,,FMMLT1,13:30,15:20,Human Genetics
BBMS2003,2A,2022-04-25,2022-04-25,MON,,,,,,,FMLG-19,13:30,15:20,Human Genetics
BBMS2005,2A,2022-01-18,2022-01-25,,TUE,,,,,,TT404,9:30,11:20,Biomedical Pharmacology
BBMS2005,2A,2022-01-20,2022-01-27,,,,THU,,,,MB167,9:30,11:20,Biomedical Pharmacology
BBMS2005,2A,2022-02-08,2022-03-01,,TUE,,,,,,TT404,9:30,11:20,Biomedical Pharmacology
BBMS2005,2A,2022-02-10,2022-03-03,,,,THU,,,,MB167,9:30,11:20,Biomedical Pharmacology
BBMS2005,2A,2022-03-15,2022-03-29,,TUE,,,,,,TT404,9:30,11:20,Biomedical Pharmacology
BBMS2005,2A,2022-03-17,2022-04-14,,,,THU,,,,MB167,9:30,11:20,Biomedical Pharmacology
BBMS2005,2A,2022-04-12,2022-04-26,,TUE,,,,,,TT404,9:30,11:20,Biomedical Pharmacology
BBMS2005,2A,2022-04-21,2022-04-21,,,,THU,,,,LE6,9:30,11:20,Biomedical Pharmacology
BBMS2005,2A,2022-04-28,2022-04-28,,,,THU,,,,MB167,9:30,11:20,Biomedical Pharmacology
BBMS2008,2A,2022-01-18,2022-01-25,,TUE,,,,,,MWT7,11:30,13:20,Contemporary Topics in Biomedical Technology
BBMS2008,2A,2022-01-20,2022-01-27,,,,THU,,,,LE3,11:30,13:20,Contemporary Topics in Biomedical Technology
BBMS2008,2A,2022-02-08,2022-03-01,,TUE,,,,,,MWT7,11:30,13:20,Contemporary Topics in Biomedical Technology
BBMS2008,2A,2022-02-10,2022-03-03,,,,THU,,,,LE3,11:30,13:20,Contemporary Topics in Biomedical Technology
BBMS2008,2A,2022-03-15,2022-03-29,,TUE,,,,,,MWT7,11:30,13:20,Contemporary Topics in Biomedical Technology
BBMS2008,2A,2022-03-17,2022-04-28,,,,THU,,,,LE3,11:30,13:20,Contemporary Topics in Biomedical Technology
BBMS2008,2A,2022-04-12,2022-04-26,,TUE,,,,,,MWT7,11:30,13:20,Contemporary Topics in Biomedical Technology
BBMS2011,2A,2022-01-17,2022-01-24,MON,,,,,,,LE4,16:30,18:20,Research Methods in Medicine and Health Sciences
BBMS2011,2A,2022-01-21,2022-01-28,,,,,FRI,,,LE5,14:30,16:20,Research Methods in Medicine and Health Sciences
BBMS2011,2A,2022-01-21,2022-01-28,,,,,FRI,,,MWT4,14:30,16:20,Research Methods in Medicine and Health Sciences
BBMS2011,2A,2022-01-21,2022-01-28,,,,,FRI,,,,14:30,16:20,Research Methods in Medicine and Health Sciences
BBMS2011,2A,2022-02-11,2022-03-04,,,,,FRI,,,MWT4,14:30,16:20,Research Methods in Medicine and Health Sciences
BBMS2011,2A,2022-02-11,2022-03-04,,,,,FRI,,,,14:30,16:20,Research Methods in Medicine and Health Sciences
BBMS2011,2A,2022-02-11,2022-04-08,,,,,FRI,,,LE5,14:30,16:20,Research Methods in Medicine and Health Sciences
BBMS2011,2A,2022-02-14,2022-04-11,MON,,,,,,,LE4,16:30,18:20,Research Methods in Medicine and Health Sciences
BBMS2011,2A,2022-03-18,2022-04-08,,,,,FRI,,,MWT4,14:30,16:20,Research Methods in Medicine and Health Sciences
BBMS2011,2A,2022-03-18,2022-04-08,,,,,FRI,,,,14:30,16:20,Research Methods in Medicine and Health Sciences
BBMS2011,2A,2022-04-22,2022-04-29,,,,,FRI,,,LE5,14:30,16:20,Research Methods in Medicine and Health Sciences
BBMS2011,2A,2022-04-22,2022-04-29,,,,,FRI,,,MWT4,14:30,16:20,Research Methods in Medicine and Health Sciences
BBMS2011,2A,2022-04-22,2022-04-29,,,,,FRI,,,,14:30,16:20,Research Methods in Medicine and Health Sciences
BBMS2011,2A,2022-04-25,2022-04-25,MON,,,,,,,LE4,16:30,18:20,Research Methods in Medicine and Health Sciences
BBMS3003,2A,2022-01-18,2022-01-25,,TUE,,,,,,MB121,14:30,16:20,Mechanisms and Pathology of Diseases
BBMS3003,2A,2022-01-21,2022-01-28,,,,,FRI,,,MB122,14:30,16:20,Mechanisms and Pathology of Diseases
BBMS3003,2A,2022-02-08,2022-03-01,,TUE,,,,,,MB121,14:30,16:20,Mechanisms and Pathology of Diseases
BBMS3003,2A,2022-02-11,2022-03-04,,,,,FRI,,,MB122,14:30,16:20,Mechanisms and Pathology of Diseases
BBMS3003,2A,2022-03-15,2022-03-29,,TUE,,,,,,MB121,14:30,16:20,Mechanisms and Pathology of Diseases
BBMS3003,2A,2022-03-18,2022-04-08,,,,,FRI,,,MB122,14:30,16:20,Mechanisms and Pathology of Diseases
BBMS3003,2A,2022-04-12,2022-04-26,,TUE,,,,,,MB121,14:30,16:20,Mechanisms and Pathology of Diseases
BBMS3003,2A,2022-04-22,2022-04-29,,,,,FRI,,,MB122,14:30,16:20,Mechanisms and Pathology of Diseases
BBMS3004,2A,2022-01-19,2022-01-26,,,WED,,,,,QT 2-019,14:30,18:20,Molecular Diagnostics Laboratory
BBMS3004,2A,2022-01-26,2022-01-26,,,WED,,,,,FMLG-19,14:30,17:20,Molecular Diagnostics Laboratory
BBMS3004,2A,2022-02-09,2022-03-02,,,WED,,,,,QT 2-019,14:30,18:20,Molecular Diagnostics Laboratory
BBMS3004,2A,2022-03-23,2022-04-27,,,WED,,,,,QT 2-019,14:30,18:20,Molecular Diagnostics Laboratory
BBMS3004,2A,2022-04-06,2022-04-20,,,WED,,,,,FMLG-19,14:30,17:20,Molecular Diagnostics Laboratory
BBMS3005,2A,2022-01-18,2022-01-25,,TUE,,,,,,MB122,9:30,11:20,Infection and Immunity
BBMS3005,2A,2022-01-20,2022-01-27,,,,THU,,,,MB122,14:30,17:20,Infection and Immunity
BBMS3005,2A,2022-02-08,2022-03-01,,TUE,,,,,,MB122,9:30,11:20,Infection and Immunity
BBMS3005,2A,2022-02-10,2022-03-03,,,,THU,,,,MB122,14:30,17:20,Infection and Immunity
BBMS3005,2A,2022-03-15,2022-03-29,,TUE,,,,,,MB122,9:30,11:20,Infection and Immunity
BBMS3005,2A,2022-03-17,2022-04-28,,,,THU,,,,MB122,14:30,17:20,Infection and Immunity
BBMS3005,2A,2022-04-12,2022-04-26,,TUE,,,,,,MB122,9:30,11:20,Infection and Immunity
BBMS3007,2A,2022-01-17,2022-01-24,MON,,,,,,,CPD-1.21,14:30,17:20,Cancer Biology
BBMS3007,2A,2022-01-20,2022-01-27,,,,THU,,,,MB151,12:30,14:20,Cancer Biology
BBMS3007,2A,2022-02-07,2022-02-28,MON,,,,,,,CPD-1.21,14:30,17:20,Cancer Biology
BBMS3007,2A,2022-02-10,2022-03-03,,,,THU,,,,MB151,12:30,14:20,Cancer Biology
BBMS3007,2A,2022-03-14,2022-04-11,MON,,,,,,,CPD-1.21,14:30,17:20,Cancer Biology
BBMS3007,2A,2022-03-17,2022-04-28,,,,THU,,,,MB151,12:30,14:20,Cancer Biology
BBMS3007,2A,2022-04-25,2022-04-25,MON,,,,,,,CPD-1.21,14:30,17:20,Cancer Biology
BBMS3008,2A,2022-01-17,2022-02-28,MON,,,,,,,MB121,9:30,11:20,Essential Proteomics
BBMS3008,2A,2022-01-20,2022-01-27,,,,THU,,,,KKLG110,9:30,10:20,Essential Proteomics
BBMS3008,2A,2022-02-10,2022-03-03,,,,THU,,,,KKLG110,9:30,10:20,Essential Proteomics
BBMS3008,2A,2022-03-14,2022-04-11,MON,,,,,,,MB121,9:30,11:20,Essential Proteomics
BBMS3008,2A,2022-03-17,2022-04-28,,,,THU,,,,KKLG110,9:30,10:20,Essential Proteomics
BBMS3008,2A,2022-04-25,2022-04-25,MON,,,,,,,MB121,9:30,11:20,Essential Proteomics
BBMS4001,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Final Year Project
BCHM3602,FA,2022-01-17,2022-01-31,MON,,,,,,,,11:30,13:20,Chinese Internal Medicine
BCHM3602,FA,2022-01-19,2022-01-28,,,WED,,FRI,,,,14:30,16:20,Chinese Internal Medicine
BCHM3602,FA,2022-01-20,2022-01-27,,,,THU,,,,,9:30,11:20,Chinese Internal Medicine
BCHM3602,FA,2022-02-09,2022-03-11,,,WED,,FRI,,,,14:30,16:20,Chinese Internal Medicine
BCHM3602,FA,2022-02-10,2022-04-28,,,,THU,,,,,9:30,11:20,Chinese Internal Medicine
BCHM3602,FA,2022-02-14,2022-04-11,MON,,,,,,,,11:30,13:20,Chinese Internal Medicine
BCHM3602,FA,2022-03-18,2022-03-18,,,,,FRI,,,,14:30,16:20,Chinese Internal Medicine
BCHM3602,FA,2022-03-23,2022-04-08,,,WED,,FRI,,,,14:30,16:20,Chinese Internal Medicine
BCHM3602,FA,2022-04-13,2022-04-13,,,WED,,,,,,14:30,16:20,Chinese Internal Medicine
BCHM3602,FA,2022-04-20,2022-04-29,,,WED,,FRI,,,,14:30,16:20,Chinese Internal Medicine
BCHM3602,FA,2022-04-25,2022-04-25,MON,,,,,,,,11:30,13:20,Chinese Internal Medicine
BCHM3603,2A,2022-01-17,2022-01-24,MON,,,,,,,,14:30,16:20,Foundation of Acupuncture
BCHM3603,2A,2022-01-19,2022-01-28,,,WED,,FRI,,,,16:30,18:20,Foundation of Acupuncture
BCHM3603,2A,2022-02-09,2022-03-11,,,WED,,FRI,,,,16:30,18:20,Foundation of Acupuncture
BCHM3603,2A,2022-02-14,2022-04-11,MON,,,,,,,,14:30,16:20,Foundation of Acupuncture
BCHM3603,2A,2022-03-18,2022-03-18,,,,,FRI,,,,16:30,18:20,Foundation of Acupuncture
BCHM3603,2A,2022-03-23,2022-04-08,,,WED,,FRI,,,,16:30,18:20,Foundation of Acupuncture
BCHM3603,2A,2022-04-13,2022-04-13,,,WED,,,,,,16:30,18:20,Foundation of Acupuncture
BCHM3603,2A,2022-04-20,2022-04-29,,,WED,,FRI,,,,16:30,18:20,Foundation of Acupuncture
BCHM3603,2A,2022-04-25,2022-04-25,MON,,,,,,,,14:30,16:20,Foundation of Acupuncture
BCHM3606,FA,2022-01-17,2022-01-31,MON,,,,,,,,9:30,11:20,Pathology
BCHM3606,FA,2022-01-21,2022-01-28,,,,,FRI,,,,11:00,12:50,Pathology
BCHM3606,FA,2022-02-11,2022-04-08,,,,,FRI,,,,11:00,12:50,Pathology
BCHM3606,FA,2022-02-14,2022-04-11,MON,,,,,,,,9:30,11:20,Pathology
BCHM3606,FA,2022-04-22,2022-04-29,,,,,FRI,,,,11:00,12:50,Pathology
BCHM3606,FA,2022-04-25,2022-04-25,MON,,,,,,,,9:30,11:20,Pathology
BCHM4601,2A,2022-01-17,2022-01-24,MON,,,,,,,,14:30,16:20,Treatise on Exogenous Febrile Diseases
BCHM4601,2A,2022-01-18,2022-01-25,,TUE,,,,,,,11:30,13:20,Treatise on Exogenous Febrile Diseases
BCHM4601,2A,2022-01-20,2022-01-27,,,,THU,,,,,9:30,10:20,Treatise on Exogenous Febrile Diseases
BCHM4601,2A,2022-02-08,2022-03-29,,TUE,,,,,,,11:30,13:20,Treatise on Exogenous Febrile Diseases
BCHM4601,2A,2022-02-10,2022-04-28,,,,THU,,,,,9:30,10:20,Treatise on Exogenous Febrile Diseases
BCHM4601,2A,2022-02-14,2022-04-11,MON,,,,,,,,14:30,16:20,Treatise on Exogenous Febrile Diseases
BCHM4601,2A,2022-04-12,2022-04-26,,TUE,,,,,,,11:30,13:20,Treatise on Exogenous Febrile Diseases
BCHM4601,2A,2022-04-25,2022-04-25,MON,,,,,,,,14:30,16:20,Treatise on Exogenous Febrile Diseases
BCHM4602,2A,2022-01-17,2022-01-26,MON,,WED,,,,,,9:30,12:20,Traumatology and Orthopaedics of Chinese Medicine
BCHM4602,2A,2022-01-20,2022-01-27,,,,THU,,,,,14:30,17:20,Traumatology and Orthopaedics of Chinese Medicine
BCHM4602,2A,2022-01-31,2022-01-31,MON,,,,,,,,9:30,12:20,Traumatology and Orthopaedics of Chinese Medicine
BCHM4602,2A,2022-02-09,2022-02-09,,,WED,,,,,,9:30,12:20,Traumatology and Orthopaedics of Chinese Medicine
BCHM4602,2A,2022-02-10,2022-04-28,,,,THU,,,,,14:30,17:20,Traumatology and Orthopaedics of Chinese Medicine
BCHM4602,2A,2022-02-14,2022-03-09,MON,,WED,,,,,,9:30,12:20,Traumatology and Orthopaedics of Chinese Medicine
BCHM4602,2A,2022-03-14,2022-03-14,MON,,,,,,,,9:30,12:20,Traumatology and Orthopaedics of Chinese Medicine
BCHM4602,2A,2022-03-21,2022-04-13,MON,,WED,,,,,,9:30,12:20,Traumatology and Orthopaedics of Chinese Medicine
BCHM4602,2A,2022-04-20,2022-04-20,,,WED,,,,,,9:30,12:20,Traumatology and Orthopaedics of Chinese Medicine
BCHM4602,2A,2022-04-25,2022-04-27,MON,,WED,,,,,,9:30,12:20,Traumatology and Orthopaedics of Chinese Medicine
BCHM4603,2A,2022-01-18,2022-01-25,,TUE,,,,,,,14:30,16:20,Tui-na of Chinese Medicine
BCHM4603,2A,2022-01-20,2022-01-27,,,,THU,,,,,11:30,13:20,Tui-na of Chinese Medicine
BCHM4603,2A,2022-02-08,2022-03-29,,TUE,,,,,,,14:30,16:20,Tui-na of Chinese Medicine
BCHM4603,2A,2022-02-10,2022-04-28,,,,THU,,,,,11:30,13:20,Tui-na of Chinese Medicine
BCHM4603,2A,2022-04-12,2022-04-26,,TUE,,,,,,,14:30,16:20,Tui-na of Chinese Medicine
BCHM4608,2B,2022-01-18,2022-01-25,,TUE,,,,,,,9:30,11:20,Fundamentals of Diagnosis
BCHM4608,2B,2022-02-08,2022-03-01,,TUE,,,,,,,9:30,11:20,Fundamentals of Diagnosis
BCHM4608,2B,2022-03-15,2022-03-29,,TUE,,,,,,,9:30,11:20,Fundamentals of Diagnosis
BCHM4608,2B,2022-04-12,2022-04-26,,TUE,,,,,,,9:30,11:20,Fundamentals of Diagnosis
BCHM4608,FA,2022-01-18,2022-01-25,,TUE,,,,,,,9:30,11:20,Fundamentals of Diagnosis
BCHM4608,FA,2022-02-08,2022-03-29,,TUE,,,,,,,9:30,11:20,Fundamentals of Diagnosis
BCHM4608,FA,2022-04-12,2022-04-26,,TUE,,,,,,,9:30,11:20,Fundamentals of Diagnosis
BCHM4610,2A,2022-01-17,2022-01-25,MON,TUE,,,,,,,16:30,18:20,Evidence-based Practice and Public Health
BCHM4610,2A,2022-02-08,2022-02-08,,TUE,,,,,,,16:30,18:20,Evidence-based Practice and Public Health
BCHM4610,2A,2022-02-14,2022-03-29,MON,TUE,,,,,,,16:30,18:20,Evidence-based Practice and Public Health
BCHM4610,2A,2022-04-04,2022-04-04,MON,,,,,,,,16:30,18:20,Evidence-based Practice and Public Health
BCHM4610,2A,2022-04-11,2022-04-12,MON,TUE,,,,,,,16:30,18:20,Evidence-based Practice and Public Health
BCHM4610,2A,2022-04-19,2022-04-19,,TUE,,,,,,,16:30,18:20,Evidence-based Practice and Public Health
BCHM4610,2A,2022-04-25,2022-04-26,MON,TUE,,,,,,,16:30,18:20,Evidence-based Practice and Public Health
BCHM5602,2A,2022-01-18,2022-01-25,,TUE,,,,,,,16:30,18:20,Golden Chamber
BCHM5602,2A,2022-01-19,2022-01-26,,,WED,,,,,,11:30,13:20,Golden Chamber
BCHM5602,2A,2022-01-21,2022-01-28,,,,,FRI,,,,9:30,11:20,Golden Chamber
BCHM5602,2A,2022-02-08,2022-03-29,,TUE,,,,,,,16:30,18:20,Golden Chamber
BCHM5602,2A,2022-02-09,2022-03-09,,,WED,,,,,,11:30,13:20,Golden Chamber
BCHM5602,2A,2022-02-11,2022-04-08,,,,,FRI,,,,9:30,11:20,Golden Chamber
BCHM5602,2A,2022-03-23,2022-04-27,,,WED,,,,,,11:30,13:20,Golden Chamber
BCHM5602,2A,2022-04-12,2022-04-26,,TUE,,,,,,,16:30,18:20,Golden Chamber
BCHM5602,2A,2022-04-22,2022-04-29,,,,,FRI,,,,9:30,11:20,Golden Chamber
BCHM5605,2A,2022-01-19,2022-01-26,,,WED,,,,,,9:30,11:20,Schools of Thought of Chinese Medicine
BCHM5605,2A,2022-01-20,2022-01-27,,,,THU,,,,,16:30,18:20,Schools of Thought of Chinese Medicine
BCHM5605,2A,2022-01-21,2022-01-28,,,,,FRI,,,,16:30,18:20,Schools of Thought of Chinese Medicine
BCHM5605,2A,2022-02-09,2022-03-09,,,WED,,,,,,9:30,11:20,Schools of Thought of Chinese Medicine
BCHM5605,2A,2022-02-10,2022-04-28,,,,THU,,,,,16:30,18:20,Schools of Thought of Chinese Medicine
BCHM5605,2A,2022-02-11,2022-04-08,,,,,FRI,,,,16:30,18:20,Schools of Thought of Chinese Medicine
BCHM5605,2A,2022-03-23,2022-04-27,,,WED,,,,,,9:30,11:20,Schools of Thought of Chinese Medicine
BCHM5605,2A,2022-04-22,2022-04-29,,,,,FRI,,,,16:30,18:20,Schools of Thought of Chinese Medicine
BCHM5606,2A,2022-01-17,2022-01-24,MON,,,,,,,,16:30,18:20,Paediatrics of Chinese Medicine
BCHM5606,2A,2022-01-20,2022-01-27,,,,THU,,,,,14:30,16:20,Paediatrics of Chinese Medicine
BCHM5606,2A,2022-01-21,2022-01-28,,,,,FRI,,,,11:30,13:20,Paediatrics of Chinese Medicine
BCHM5606,2A,2022-02-10,2022-04-28,,,,THU,,,,,14:30,16:20,Paediatrics of Chinese Medicine
BCHM5606,2A,2022-02-11,2022-04-08,,,,,FRI,,,,11:30,13:20,Paediatrics of Chinese Medicine
BCHM5606,2A,2022-02-14,2022-04-11,MON,,,,,,,,16:30,18:20,Paediatrics of Chinese Medicine
BCHM5606,2A,2022-04-22,2022-04-29,,,,,FRI,,,,11:30,13:20,Paediatrics of Chinese Medicine
BCHM5606,2A,2022-04-25,2022-04-25,MON,,,,,,,,16:30,18:20,Paediatrics of Chinese Medicine
BCHM5607,2A,2022-01-18,2022-01-25,,TUE,,,,,,,14:30,16:20,Pharmacology of Chinese Medicine
BCHM5607,2A,2022-01-21,2022-01-28,,,,,FRI,,,,14:30,16:20,Pharmacology of Chinese Medicine
BCHM5607,2A,2022-02-08,2022-03-29,,TUE,,,,,,,14:30,16:20,Pharmacology of Chinese Medicine
BCHM5607,2A,2022-02-11,2022-04-08,,,,,FRI,,,,14:30,16:20,Pharmacology of Chinese Medicine
BCHM5607,2A,2022-04-12,2022-04-26,,TUE,,,,,,,14:30,16:20,Pharmacology of Chinese Medicine
BCHM5607,2A,2022-04-22,2022-04-29,,,,,FRI,,,,14:30,16:20,Pharmacology of Chinese Medicine
BCHM5609,2A,2022-01-17,2022-01-26,MON,,WED,,,,,,14:30,16:20,Medicine
BCHM5609,2A,2022-02-09,2022-02-09,,,WED,,,,,,14:30,16:20,Medicine
BCHM5609,2A,2022-02-14,2022-03-09,MON,,WED,,,,,,14:30,16:20,Medicine
BCHM5609,2A,2022-03-14,2022-03-14,MON,,,,,,,,14:30,16:20,Medicine
BCHM5609,2A,2022-03-21,2022-04-13,MON,,WED,,,,,,14:30,16:20,Medicine
BCHM5609,2A,2022-04-20,2022-04-20,,,WED,,,,,,14:30,16:20,Medicine
BCHM5609,2A,2022-04-25,2022-04-27,MON,,WED,,,,,,14:30,16:20,Medicine
BCHM5610,FA,2022-01-23,2022-01-30,,,,,,,,,     ,8:50,Chinese Medicine Clinical Attachment III
BCHM5610,FA,2022-02-13,2022-02-27,,,,,,,,,     ,8:50,Chinese Medicine Clinical Attachment III
BCHM5610,FA,2022-03-13,2022-04-24,,,,,,,,,     ,8:50,Chinese Medicine Clinical Attachment III
BCHM6601,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Clinical Clerkship
BMSC2203,2A,2022-01-17,2022-04-11,MON,,,,,,,,9:30,12:20,Life Science III
BMSC2203,2A,2022-01-19,2022-01-26,,,WED,,,,,,10:30,12:20,Life Science III
BMSC2203,2A,2022-01-20,2022-01-27,,,,THU,,,,,13:30,15:20,Life Science III
BMSC2203,2A,2022-01-20,2022-01-28,,,,THU,FRI,,,,8:30,10:20,Life Science III
BMSC2203,2A,2022-02-04,2022-02-04,,,,,FRI,,,,8:30,10:20,Life Science III
BMSC2203,2A,2022-02-09,2022-03-09,,,WED,,,,,,10:30,12:20,Life Science III
BMSC2203,2A,2022-02-10,2022-04-08,,,,THU,FRI,,,,8:30,10:20,Life Science III
BMSC2203,2A,2022-02-10,2022-04-28,,,,THU,,,,,13:30,15:20,Life Science III
BMSC2203,2A,2022-03-23,2022-04-27,,,WED,,,,,,10:30,12:20,Life Science III
BMSC2203,2A,2022-04-14,2022-04-14,,,,THU,,,,,8:30,10:20,Life Science III
BMSC2203,2A,2022-04-21,2022-04-29,,,,THU,FRI,,,,8:30,10:20,Life Science III
BMSC2203,2A,2022-04-25,2022-04-25,MON,,,,,,,,9:30,12:20,Life Science III
BPHM1121,2A,2022-01-17,2022-01-24,MON,,,,,,,LE4,16:30,18:20,Research Methods in Pharmacy Practice
BPHM1121,2A,2022-01-21,2022-01-28,,,,,FRI,,,LE5,14:30,16:20,Research Methods in Pharmacy Practice
BPHM1121,2A,2022-01-21,2022-01-28,,,,,FRI,,,,14:30,16:20,Research Methods in Pharmacy Practice
BPHM1121,2A,2022-02-11,2022-03-04,,,,,FRI,,,,14:30,16:20,Research Methods in Pharmacy Practice
BPHM1121,2A,2022-02-11,2022-04-08,,,,,FRI,,,LE5,14:30,16:20,Research Methods in Pharmacy Practice
BPHM1121,2A,2022-02-14,2022-04-11,MON,,,,,,,LE4,16:30,18:20,Research Methods in Pharmacy Practice
BPHM1121,2A,2022-03-18,2022-04-08,,,,,FRI,,,,14:30,16:20,Research Methods in Pharmacy Practice
BPHM1121,2A,2022-04-22,2022-04-29,,,,,FRI,,,LE5,14:30,16:20,Research Methods in Pharmacy Practice
BPHM1121,2A,2022-04-22,2022-04-29,,,,,FRI,,,,14:30,16:20,Research Methods in Pharmacy Practice
BPHM1121,2A,2022-04-25,2022-04-25,MON,,,,,,,LE4,16:30,18:20,Research Methods in Pharmacy Practice
BPHM1122,2A,2022-01-18,2022-01-18,,TUE,,,,,,KK202,10:30,12:20,Introduction to Pharmacy
BPHM1122,2A,2022-01-20,2022-01-27,,,,THU,,,,TT403,10:30,12:20,Introduction to Pharmacy
BPHM1122,2A,2022-02-08,2022-02-08,,TUE,,,,,,KK202,10:30,12:20,Introduction to Pharmacy
BPHM1122,2A,2022-02-10,2022-04-28,,,,THU,,,,TT403,10:30,12:20,Introduction to Pharmacy
BPHM1122,2A,2022-02-22,2022-03-29,,TUE,,,,,,KK202,10:30,12:20,Introduction to Pharmacy
BPHM1122,2A,2022-04-12,2022-04-26,,TUE,,,,,,KK202,10:30,12:20,Introduction to Pharmacy
BPHM1132,2A,2022-01-21,2022-04-08,,,,,FRI,,,KK201,16:30,18:20,Drug Discovery
BPHM1132,2A,2022-01-24,2022-01-24,MON,,,,,,,MB167,14:30,16:20,Drug Discovery
BPHM1132,2A,2022-01-25,2022-01-25,,TUE,,,,,,,9:30,12:20,Drug Discovery
BPHM1132,2A,2022-01-28,2022-01-28,,,,,FRI,,,,9:30,12:20,Drug Discovery
BPHM1132,2A,2022-02-07,2022-04-11,MON,,,,,,,MB167,14:30,16:20,Drug Discovery
BPHM1132,2A,2022-04-22,2022-04-29,,,,,FRI,,,KK201,16:30,18:20,Drug Discovery
BPHM1132,2A,2022-04-25,2022-04-25,MON,,,,,,,MB167,14:30,16:20,Drug Discovery
BPHM2123,2A,2022-01-17,2022-01-24,MON,,,,,,,MB121,11:30,13:20,Pharmacy Practice: Introduction
BPHM2123,2A,2022-01-18,2022-01-25,,TUE,,,,,,MB122,11:30,13:20,Pharmacy Practice: Introduction
BPHM2123,2A,2022-02-07,2022-04-11,MON,,,,,,,MB121,11:30,13:20,Pharmacy Practice: Introduction
BPHM2123,2A,2022-02-08,2022-03-29,,TUE,,,,,,MB122,11:30,13:20,Pharmacy Practice: Introduction
BPHM2123,2A,2022-04-12,2022-04-26,,TUE,,,,,,MB122,11:30,13:20,Pharmacy Practice: Introduction
BPHM2123,2A,2022-04-25,2022-04-25,MON,,,,,,,MB121,11:30,13:20,Pharmacy Practice: Introduction
