COURSE CODE,CLASS SECTION,Date,END DATE,MON,TUE,WED,THU,FRI,SAT,SUN,VENUE,START TIME,END TIME,COURSE TITLE
PMGM7003,2B,2022-03-28,2022-04-14,MON,,,THU,,,,,14:00,16:50,Entrepreneurship in Multinational Corporations
PMGM7003,2B,2022-04-21,2022-04-21,,,,THU,,,,,14:00,16:50,Entrepreneurship in Multinational Corporations
PMGM7003,2B,2022-04-25,2022-04-28,MON,,,THU,,,,,14:00,16:50,Entrepreneurship in Multinational Corporations
PMGM7003,2B,2022-05-05,2022-05-05,,,,THU,,,,,14:00,16:50,Entrepreneurship in Multinational Corporations
PMGM7003,2C,2022-03-30,2022-04-09,,,WED,,,SAT,,,9:30,12:20,Entrepreneurship in Multinational Corporations
PMGM7003,2C,2022-04-13,2022-04-13,,,WED,,,,,,9:30,12:20,Entrepreneurship in Multinational Corporations
PMGM7003,2C,2022-04-20,2022-05-07,,,WED,,,SAT,,,9:30,12:20,Entrepreneurship in Multinational Corporations
PMGM7003,2D,2022-03-29,2022-04-02,,TUE,,,,SAT,,,14:00,16:50,Entrepreneurship in Multinational Corporations
PMGM7003,2D,2022-04-09,2022-04-09,,,,,,SAT,,,14:00,16:50,Entrepreneurship in Multinational Corporations
PMGM7003,2D,2022-04-12,2022-04-12,,TUE,,,,,,,14:00,16:50,Entrepreneurship in Multinational Corporations
PMGM7003,2D,2022-04-19,2022-05-07,,TUE,,,,SAT,,,14:00,16:50,Entrepreneurship in Multinational Corporations
PMGM7006,2A,2022-05-16,2022-06-16,MON,,,THU,,,,,9:30,12:20,Strategy for International Business
PMGM7006,2B,2022-05-16,2022-06-16,MON,,,THU,,,,,14:00,16:50,Strategy for International Business
PMGM7006,2C,2022-05-16,2022-06-16,MON,,,THU,,,,,18:30,21:20,Strategy for International Business
PMGM7006,2D,2022-06-01,2022-06-18,,,WED,,,SAT,,,14:00,16:50,Strategy for International Business
PMGM7006,2D,2022-06-07,2022-06-14,,TUE,,,,,,,18:30,21:20,Strategy for International Business
PMGM7011,2A,2022-02-07,2022-03-17,MON,,,THU,,,,,9:30,12:20,Creative Global Management Problem Solving
PMGM7012,2A,2022-03-29,2022-03-29,,TUE,,,,,,,9:30,16:50,International Human Resource Management
PMGM7012,2A,2022-04-12,2022-05-03,,TUE,,,,,,,9:30,16:50,International Human Resource Management
PMGM7015,2A,2022-05-17,2022-05-27,,TUE,,,FRI,,,,9:30,12:20,International Business Environment
PMGM7015,2A,2022-05-31,2022-05-31,,TUE,,,,,,,9:30,12:20,International Business Environment
PMGM7015,2A,2022-06-07,2022-06-24,,TUE,,,FRI,,,,9:30,12:20,International Business Environment
PMGM7016,2A,2022-05-16,2022-05-28,MON,TUE,WED,THU,FRI,SAT,,,9:00,16:50,Company Field Trip
PMGM7016,2A,2022-05-30,2022-06-04,MON,TUE,WED,THU,,SAT,,,9:00,16:50,Company Field Trip
PMGM7016,2A,2022-06-06,2022-06-25,MON,TUE,WED,THU,FRI,SAT,,,9:00,16:50,Company Field Trip
PMGM7019,2A,2022-02-07,2022-03-17,MON,,,THU,,,,,14:00,16:50,Economics of Strategy and Organization
PMGM7021,2A,2022-02-08,2022-03-18,,TUE,,,FRI,,,,14:00,16:50,Corporate Governance and Social Responsibility
PMGM7021,2B,2022-02-08,2022-03-18,,TUE,,,FRI,,,,18:30,21:20,Corporate Governance and Social Responsibility
PMGM7022,2A,2022-04-03,2022-04-10,,,,,,,SUN,CYPP4,9:00,16:50,Strategy in the Digital World
PMGM7022,2A,2022-04-24,2022-05-08,,,,,,,SUN,CYPP4,9:00,16:50,Strategy in the Digital World
PMGM7023,2A,2022-04-01,2022-04-08,,,,,FRI,,,,9:30,16:50,Evidence-based Management in Global Context
PMGM7023,2A,2022-04-22,2022-05-06,,,,,FRI,,,,9:30,16:50,Evidence-based Management in Global Context
PMGM7024,2A,2022-05-17,2022-05-27,,TUE,,,FRI,,,,14:00,16:50,Business Lab
PMGM7024,2A,2022-05-31,2022-05-31,,TUE,,,,,,,14:00,16:50,Business Lab
PMGM7024,2A,2022-06-07,2022-06-24,,TUE,,,FRI,,,,14:00,16:50,Business Lab
PMGM7025,2A,2022-02-08,2022-03-11,,TUE,,,FRI,,,,9:30,12:20,Creating an Integrative Perspective to Understanding Global Management
PMGM7029,2A,2022-02-13,2022-02-13,,,,,,,SUN,KK101,9:00,16:50,Workplace Wellness
PMGM7029,2A,2022-02-27,2022-03-20,,,,,,,SUN,KK101,9:00,16:50,Workplace Wellness
POLI6006,2A,2022-01-17,2022-01-24,MON,,,,,,,MB201,18:30,21:20,International political economy
POLI6006,2A,2022-02-07,2022-04-11,MON,,,,,,,MB201,18:30,21:20,International political economy
POLI6006,2A,2022-04-25,2022-04-25,MON,,,,,,,MB201,18:30,21:20,International political economy
POLI6010,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.07,18:30,21:20,Chinese foreign policy
POLI6010,2A,2022-02-09,2022-03-09,,,WED,,,,,CPD-LG.07,18:30,21:20,Chinese foreign policy
POLI6010,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.07,18:30,21:20,Chinese foreign policy
POLI6029,2A,2022-01-18,2022-01-25,,TUE,,,,,,CPD-3.04,18:30,21:20,War and armed conflict: philosophical issues
POLI6029,2A,2022-02-08,2022-03-29,,TUE,,,,,,CPD-3.04,18:30,21:20,War and armed conflict: philosophical issues
POLI6029,2A,2022-04-12,2022-04-26,,TUE,,,,,,CPD-3.04,18:30,21:20,War and armed conflict: philosophical issues
POLI6031,FA,2022-01-22,2022-01-22,,,,,,SAT,,CPD-1.21,9:00,11:50,Capstone project
POLI6031,FA,2022-04-23,2022-04-23,,,,,,SAT,,CPD-1.21,9:00,11:50,Capstone project
POLI6042,2A,2022-01-21,2022-04-08,,,,,FRI,,,CPD-3.04,18:30,21:20,Special topics in global and regional governance (I)
POLI6042,2A,2022-04-22,2022-04-29,,,,,FRI,,,CPD-3.04,18:30,21:20,Special topics in global and regional governance (I)
POLI6045,2A,2022-01-20,2022-01-27,,,,THU,,,,MWT3,18:30,21:20,The politics of global inequality
POLI6045,2A,2022-02-10,2022-04-28,,,,THU,,,,MWT3,18:30,21:20,The politics of global inequality
POLI6603,2A,2022-02-13,2022-02-13,,,,,,,SUN,,9:30,17:20,Workshop in governance research
POLI6603,2A,2022-02-27,2022-02-27,,,,,,,SUN,,9:30,17:20,Workshop in governance research
POLI6603,2A,2022-03-12,2022-03-19,,,,,,SAT,,,9:30,17:20,Workshop in governance research
POLI6603,2A,2022-03-13,2022-03-20,,,,,,,SUN,,9:30,17:20,Workshop in governance research
POLI6604,2A,2022-03-26,2022-04-09,,,,,,SAT,,,9:30,17:20,Collaborative management
POLI6604,2A,2022-03-27,2022-04-10,,,,,,,SUN,,9:30,17:20,Collaborative management
POLI7001,2A,2022-01-18,2022-01-25,,TUE,,,,,,CPD-3.28,18:30,21:20,Human resource management
POLI7001,2A,2022-02-08,2022-03-29,,TUE,,,,,,CPD-3.28,18:30,21:20,Human resource management
POLI7001,2A,2022-04-12,2022-04-26,,TUE,,,,,,CPD-3.28,18:30,21:20,Human resource management
POLI7004,2A,2022-01-17,2022-01-24,MON,,,,,,,LE2,18:30,21:20,Public management reform
POLI7004,2A,2022-02-07,2022-04-11,MON,,,,,,,LE2,18:30,21:20,Public management reform
POLI7004,2A,2022-04-25,2022-04-25,MON,,,,,,,LE2,18:30,21:20,Public management reform
POLI8017,2A,2022-01-22,2022-01-29,,,,,,SAT,,CPD-1.24,9:30,16:20,Workshop in public affairs
POLI8017,2A,2022-02-12,2022-04-09,,,,,,SAT,,CPD-1.24,9:30,16:20,Workshop in public affairs
POLI8017,2A,2022-04-23,2022-04-30,,,,,,SAT,,CPD-1.24,9:30,16:20,Workshop in public affairs
POLI8026,2A,2022-01-22,2022-01-29,,,,,,SAT,,CPD-1.24,9:30,16:20,Workshop in managerial skills
POLI8026,2A,2022-02-12,2022-04-09,,,,,,SAT,,CPD-1.24,9:30,16:20,Workshop in managerial skills
POLI8026,2A,2022-04-23,2022-04-30,,,,,,SAT,,CPD-1.24,9:30,16:20,Workshop in managerial skills
POLI8028,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Capstone project
POLI8033,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.08,18:30,21:20,Program evaluation
POLI8033,2A,2022-01-19,2022-01-26,,,WED,,,,,,18:30,21:20,Program evaluation
POLI8033,2A,2022-02-09,2022-03-02,,,WED,,,,,,18:30,21:20,Program evaluation
POLI8033,2A,2022-02-09,2022-03-09,,,WED,,,,,CPD-LG.08,18:30,21:20,Program evaluation
POLI8033,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.08,18:30,21:20,Program evaluation
POLI8033,2A,2022-03-23,2022-04-27,,,WED,,,,,,18:30,21:20,Program evaluation
POLI9609,FA,2022-01-23,2022-01-30,,,,,,,,,     ,8:50,Thesis
POLI9609,FA,2022-02-13,2022-02-27,,,,,,,,,     ,8:50,Thesis
POLI9609,FA,2022-03-13,2022-04-24,,,,,,,,,     ,8:50,Thesis
PSYC6004,2A,2022-01-17,2022-01-31,MON,,,,,,,JLG04,9:30,12:20,Curriculum and instruction
PSYC6004,2A,2022-02-14,2022-02-28,MON,,,,,,,JLG04,9:30,12:20,Curriculum and instruction
PSYC6004,2A,2022-03-14,2022-04-11,MON,,,,,,,JLG04,9:30,12:20,Curriculum and instruction
PSYC6004,2A,2022-04-25,2022-04-25,MON,,,,,,,JLG04,9:30,12:20,Curriculum and instruction
PSYC6012,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Practicum I
PSYC6013,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Practicum II
PSYC6014,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Practicum III
PSYC6019,2A,2022-02-14,2022-02-28,MON,,,,,,,JLG04,14:30,17:20,Professional ethics and issues in educational psychology
PSYC6019,2A,2022-03-14,2022-04-11,MON,,,,,,,JLG04,14:30,17:20,Professional ethics and issues in educational psychology
PSYC6019,2A,2022-04-25,2022-04-25,MON,,,,,,,JLG04,14:30,17:20,Professional ethics and issues in educational psychology
PSYC6021,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Supervised reading in specialty of educational psychology
PSYC6022,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Thesis
PSYC6023,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Practical training in specialty of educational psychology
PSYC6027,2A,2022-01-18,2022-01-25,,TUE,,,,,,,16:30,18:20,Developmental neuroscience
PSYC6027,2A,2022-02-08,2022-03-01,,TUE,,,,,,,16:30,18:20,Developmental neuroscience
PSYC6027,2A,2022-03-15,2022-03-29,,TUE,,,,,,,16:30,18:20,Developmental neuroscience
PSYC6027,2A,2022-04-12,2022-04-26,,TUE,,,,,,,16:30,18:20,Developmental neuroscience
PSYC6100,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Supervised reading for research studies
PSYC6101,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Thesis
PSYC6101,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Thesis
PSYC6102,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Clinical specialty training
PSYC7002,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.61,9:30,12:20,Assessment of personality and psychopathology
PSYC7002,2A,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.61,9:30,12:20,Assessment of personality and psychopathology
PSYC7002,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.61,9:30,12:20,Assessment of personality and psychopathology
PSYC7004,2A,2022-01-17,2022-01-31,MON,,,,,,,CPD-LG.62,9:30,12:20,Individual psychotherapy II
PSYC7004,2A,2022-02-14,2022-04-11,MON,,,,,,,CPD-LG.62,9:30,12:20,Individual psychotherapy II
PSYC7004,2A,2022-04-25,2022-04-25,MON,,,,,,,CPD-LG.62,9:30,12:20,Individual psychotherapy II
PSYC7006,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-LG.62,14:30,17:20,Psychopathology II
PSYC7006,2A,2022-02-09,2022-03-09,,,WED,,,,,CPD-LG.62,14:30,17:20,Psychopathology II
PSYC7006,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.62,14:30,17:20,Psychopathology II
PSYC7020,2A,2022-01-17,2022-01-24,MON,,,,,,,CPD-LG.62,14:30,17:20,Research methods and statistics II
PSYC7020,2A,2022-02-14,2022-04-11,MON,,,,,,,CPD-LG.62,14:30,17:20,Research methods and statistics II
PSYC7020,2A,2022-04-25,2022-04-25,MON,,,,,,,CPD-LG.62,14:30,17:20,Research methods and statistics II
PSYC7028,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Dissertation research
PSYC7029,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Practicum I
PSYC7030,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Practicum II
PSYC7302,2A,2022-01-21,2022-01-28,,,,,FRI,,,CPD-3.41,15:30,18:20,Research and quantitative methods in psychology
PSYC7302,2A,2022-02-11,2022-03-04,,,,,FRI,,,CPD-3.41,15:30,18:20,Research and quantitative methods in psychology
PSYC7302,2A,2022-03-18,2022-04-08,,,,,FRI,,,CPD-3.41,15:30,18:20,Research and quantitative methods in psychology
PSYC7302,2A,2022-04-22,2022-04-29,,,,,FRI,,,CPD-3.41,15:30,18:20,Research and quantitative methods in psychology
PSYC7305,2A,2022-01-19,2022-01-26,,,WED,,,,,CPD-2.16,15:30,18:20,Developmental psychology
PSYC7305,2A,2022-02-09,2022-03-02,,,WED,,,,,CPD-2.16,15:30,18:20,Developmental psychology
PSYC7305,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-2.16,15:30,18:20,Developmental psychology
PSYC7306,2A,2022-01-17,2022-01-24,MON,,,,,,,,15:30,18:20,Personality psychology
PSYC7306,2A,2022-02-14,2022-02-28,MON,,,,,,,,15:30,18:20,Personality psychology
PSYC7306,2A,2022-03-14,2022-04-11,MON,,,,,,,,15:30,18:20,Personality psychology
PSYC7306,2A,2022-04-25,2022-04-25,MON,,,,,,,,15:30,18:20,Personality psychology
PSYC7308,2A,2022-01-17,2022-01-31,MON,,,,,,,,8:30,8:50,Dissertation in psychology
PSYC7308,2A,2022-02-14,2022-02-28,MON,,,,,,,,8:30,8:50,Dissertation in psychology
PSYC7308,2A,2022-03-14,2022-04-11,MON,,,,,,,,8:30,8:50,Dissertation in psychology
PSYC7308,2A,2022-04-25,2022-04-25,MON,,,,,,,,8:30,8:50,Dissertation in psychology
PSYC7308,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Dissertation in psychology
PSYC7309,2A,2022-01-20,2022-01-27,,,,THU,,,,CBC,15:30,18:20,Abnormal psychology
PSYC7309,2A,2022-02-10,2022-03-03,,,,THU,,,,CBC,15:30,18:20,Abnormal psychology
PSYC7309,2A,2022-03-17,2022-04-28,,,,THU,,,,CBC,15:30,18:20,Abnormal psychology
PSYC7311,2A,2022-01-17,2022-01-31,MON,,,,,,,,8:30,8:50,Internship in psychology
PSYC7311,2A,2022-02-14,2022-02-28,MON,,,,,,,,8:30,8:50,Internship in psychology
PSYC7311,2A,2022-03-14,2022-04-11,MON,,,,,,,,8:30,8:50,Internship in psychology
PSYC7311,2A,2022-04-25,2022-04-25,MON,,,,,,,,8:30,8:50,Internship in psychology
PSYC7312,2A,2022-01-18,2022-01-25,,TUE,,,,,,JLG04,18:30,21:20,Introduction to concepts and approaches of therapeutic psychology
PSYC7312,2A,2022-02-08,2022-03-01,,TUE,,,,,,JLG04,18:30,21:20,Introduction to concepts and approaches of therapeutic psychology
PSYC7312,2A,2022-03-15,2022-03-29,,TUE,,,,,,JLG04,18:30,21:20,Introduction to concepts and approaches of therapeutic psychology
PSYC7312,2A,2022-04-12,2022-04-26,,TUE,,,,,,JLG04,18:30,21:20,Introduction to concepts and approaches of therapeutic psychology
PSYC7317,2A,2022-01-23,2022-01-30,,,,,,,SUN,,8:30,9:20,Capstone project in psychology
PSYC7317,2A,2022-02-13,2022-02-27,,,,,,,SUN,,8:30,9:20,Capstone project in psychology
PSYC7317,2A,2022-03-13,2022-04-24,,,,,,,SUN,,8:30,9:20,Capstone project in psychology
PSYC8001,2A,2022-01-19,2022-01-19,,,WED,,,,,CPD-LG.60,14:30,17:20,Clinical seminar II
PSYC8001,2A,2022-01-26,2022-01-26,,,WED,,,,,CPD-LG.60,14:30,17:20,Clinical seminar II
PSYC8001,2A,2022-02-09,2022-02-09,,,WED,,,,,CPD-LG.60,14:30,17:20,Clinical seminar II
PSYC8001,2A,2022-02-16,2022-02-16,,,WED,,,,,CPD-LG.60,14:30,17:20,Clinical seminar II
PSYC8001,2A,2022-02-23,2022-02-23,,,WED,,,,,CPD-LG.60,14:30,17:20,Clinical seminar II
PSYC8001,2A,2022-03-02,2022-03-02,,,WED,,,,,CPD-LG.60,14:30,17:20,Clinical seminar II
PSYC8001,2A,2022-03-09,2022-03-09,,,WED,,,,,CPD-LG.62,9:30,12:20,Clinical seminar II
PSYC8001,2A,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.62,9:30,12:20,Clinical seminar II
PSYC8005,2B,2022-01-17,2022-01-17,MON,,,,,,,CPD-LG.61,14:30,17:20,Ethics and professional issues
PSYC8005,2B,2022-02-14,2022-04-11,MON,,,,,,,CPD-LG.61,14:30,17:20,Ethics and professional issues
PSYC8005,2B,2022-04-25,2022-04-25,MON,,,,,,,CPD-LG.61,14:30,17:20,Ethics and professional issues
PSYC8006,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Dissertation
PSYC8010,FA,2022-01-26,2022-01-26,,,WED,,,,,CPD-LG.17,9:30,12:20,Skills training seminar III
PSYC8010,FA,2022-02-09,2022-03-02,,,WED,,,,,CPD-LG.17,9:30,12:20,Skills training seminar III
PSYC8010,FA,2022-03-23,2022-04-27,,,WED,,,,,CPD-LG.17,9:30,12:20,Skills training seminar III
PSYC8010,FA,2022-04-20,2022-04-20,,,WED,,,,,CPD-LG.63,14:30,17:20,Skills training seminar III
PSYC8011,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Practicum III
PSYC8012,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Practicum IV
PSYC8013,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Practicum V
PSYS6004,2A,2022-01-03,2022-01-10,MON,,,,,,,HRI-S2,19:00,22:20,Critical Appraisal and Evidence-based Approaches in Psychosis
PSYS6004,2A,2022-01-17,2022-01-17,MON,,,,,,,FMALT1,19:00,22:20,Critical Appraisal and Evidence-based Approaches in Psychosis
PSYS6004,2A,2022-02-14,2022-02-14,MON,,,,,,,QTLT,19:00,22:20,Critical Appraisal and Evidence-based Approaches in Psychosis
PSYS6004,2A,2022-02-21,2022-02-28,MON,,,,,,,FMALT3,19:00,22:20,Critical Appraisal and Evidence-based Approaches in Psychosis
PSYS6004,2A,2022-03-07,2022-03-07,MON,,,,,,,FMLSR4,19:00,22:20,Critical Appraisal and Evidence-based Approaches in Psychosis
PSYS6005,2A,2022-01-04,2022-01-18,,TUE,,,,,,HRI-S2,19:00,22:20,Neurocognitive Dysfunctions in Psychosis
PSYS6005,2A,2022-02-08,2022-02-08,,TUE,,,,,,HRI-S2,19:00,22:20,Neurocognitive Dysfunctions in Psychosis
PSYS6005,2A,2022-02-15,2022-02-15,,TUE,,,,,,QTLT,19:00,22:20,Neurocognitive Dysfunctions in Psychosis
PSYS6005,2A,2022-02-22,2022-03-22,,TUE,,,,,,HRI-S2,19:00,22:20,Neurocognitive Dysfunctions in Psychosis
PSYS6006,2A,2022-04-25,2022-04-25,MON,,,,,,,FMLSR5,19:00,21:50,Neurobiological Processes in Psychosis
PSYS6006,2A,2022-05-16,2022-06-20,MON,,,,,,,FMLSR5,19:00,21:50,Neurobiological Processes in Psychosis
PSYS6009,2A,2022-04-28,2022-06-23,,,,THU,,,,,19:00,21:50,Psychosocial Interventions for Psychosis
PSYS6010,2A,2022-01-06,2022-01-06,,,,THU,,,,HRI-S1B,19:00,22:20,Specialized Case Intervention for Psychosis
PSYS6010,2A,2022-01-13,2022-01-27,,,,THU,,,,HRI-S2,19:00,22:20,Specialized Case Intervention for Psychosis
PSYS6010,2A,2022-02-10,2022-02-10,,,,THU,,,,HRI-S1B,19:00,22:20,Specialized Case Intervention for Psychosis
PSYS6010,2A,2022-02-17,2022-02-17,,,,THU,,,,QTLT,19:00,22:20,Specialized Case Intervention for Psychosis
PSYS6010,2A,2022-02-24,2022-03-10,,,,THU,,,,HRI-S2,19:00,22:20,Specialized Case Intervention for Psychosis
PSYS6101,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Dissertation
RECO6001,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Urban planning: theory and practice
RECO6004,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Construction economics
RECO6018,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Modern developments in the law of construction contracts
RECO6020,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Dissertation
RECO6028,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Procurement systems
RECO6041,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Development projects
RECO6058,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Project workshop (CPM)
RECO6059,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Project workshop (RE)
RECO6060,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Development case studies (QS)
RECO6070,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Real estate finance
RECO7076,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Property valuation - principles and practices
RECO7080,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Institutional analysis for urban studies
RECO7090,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Asset pricing theory for real estate
RECO7091,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Construction claims
RECO7092,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Greater China real estate
RECO7093,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Advanced real estate analysis
RECO7094,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Construction management practice
RECO7601,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Innovation and processes
RECO7602,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Procurement in integrated project delivery
RECO7603,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Management theory and collaborative project management
RECO7604,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Project execution planning
RECO7608,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Future industry directions
RECO7612,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,CAPSTONE:Understanding Integrated Project Delivery
SBMS7200,2A,2022-02-08,2022-03-01,,TUE,,,,,,FMMLT1,18:30,20:20,Genes and Gene Functions in Diseases
SBMS7200,2A,2022-03-15,2022-03-29,,TUE,,,,,,FMMLT1,18:30,20:20,Genes and Gene Functions in Diseases
SBMS7200,2A,2022-04-12,2022-04-26,,TUE,,,,,,FMMLT1,18:30,20:20,Genes and Gene Functions in Diseases
SBMS7500,2A,2022-02-07,2022-02-28,MON,,,,,,,,18:30,20:20,Advanced Cell Biology
SBMS7500,2A,2022-03-14,2022-04-11,MON,,,,,,,,18:30,20:20,Advanced Cell Biology
SBMS7500,2A,2022-04-25,2022-04-25,MON,,,,,,,,18:30,20:20,Advanced Cell Biology
SBMS7600,2A,2022-02-04,2022-03-04,,,,,FRI,,,,18:30,20:20,Integrative Perspectives of Body Functions
SBMS7600,2A,2022-03-18,2022-04-08,,,,,FRI,,,,18:30,20:20,Integrative Perspectives of Body Functions
SBMS7600,2A,2022-04-22,2022-05-06,,,,,FRI,,,,18:30,20:20,Integrative Perspectives of Body Functions
SBMS7701,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Block A: Molecular Neuroscience
SBMS7702,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Block B: Cell Biology
SBMS7703,2A,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Block C: Cancer Biology
SBMS7800,FA,2021-12-01,2022-06-26,,,,,,,,,     ,8:20,Molecular Biology and Bioinformatics for Biomedical Sciences
SBMS7802,2A,2022-01-20,2022-01-27,,,,THU,,,,,18:30,20:20,Biomedical sciences seminar
SBMS7802,2A,2022-02-10,2022-03-03,,,,THU,,,,,18:30,20:20,Biomedical sciences seminar
SBMS7802,2A,2022-02-10,2022-05-05,,,,THU,,,,KKLG106,18:30,20:20,Biomedical sciences seminar
SBMS7802,2A,2022-03-17,2022-04-28,,,,THU,,,,,18:30,20:20,Biomedical sciences seminar
SBMS7803,2A,2022-01-18,2022-01-25,,TUE,,,,,,LE7,9:30,10:20,Molecular biology of the gene
SBMS7803,2A,2022-01-21,2022-01-28,,,,,FRI,,,LE7,9:30,11:20,Molecular biology of the gene
SBMS7803,2A,2022-02-08,2022-03-01,,TUE,,,,,,LE7,9:30,10:20,Molecular biology of the gene
SBMS7803,2A,2022-02-11,2022-03-04,,,,,FRI,,,LE7,9:30,11:20,Molecular biology of the gene
SBMS7803,2A,2022-03-15,2022-03-29,,TUE,,,,,,LE7,9:30,10:20,Molecular biology of the gene
SBMS7803,2A,2022-03-18,2022-04-08,,,,,FRI,,,LE7,9:30,11:20,Molecular biology of the gene
SBMS7803,2A,2022-04-12,2022-04-26,,TUE,,,,,,LE7,9:30,10:20,Molecular biology of the gene
SBMS7803,2A,2022-04-22,2022-04-29,,,,,FRI,,,LE7,9:30,11:20,Molecular biology of the gene
SLGP7001,2A,2022-01-18,2022-01-25,,TUE,,,,,,LE7,18:30,21:20,Collaborative governance for low carbon transition
SLGP7001,2A,2022-02-08,2022-03-01,,TUE,,,,,,LE7,18:30,21:20,Collaborative governance for low carbon transition
SLGP7001,2A,2022-03-05,2022-03-05,,,,,,SAT,,,14:30,17:20,Collaborative governance for low carbon transition
SLGP7001,2A,2022-03-12,2022-03-12,,,,,,SAT,,CPD-2.37,14:30,17:20,Collaborative governance for low carbon transition
SLGP7001,2A,2022-03-12,2022-03-12,,,,,,SAT,,,9:30,12:20,Collaborative governance for low carbon transition
SLGP7001,2A,2022-03-15,2022-03-29,,TUE,,,,,,LE7,18:30,21:20,Collaborative governance for low carbon transition
SLGP7004,2A,2022-01-17,2022-01-24,MON,,,,,,,LE1,18:30,21:20,Environmental economics and analysis
SLGP7004,2A,2022-02-14,2022-03-07,MON,,,,,,,LE1,18:30,21:20,Environmental economics and analysis
SLGP7004,2A,2022-03-14,2022-04-11,MON,,,,,,,JLG05,18:30,21:20,Environmental economics and analysis
SLGP7004,2A,2022-04-25,2022-04-25,MON,,,,,,,JLG05,18:30,21:20,Environmental economics and analysis
SLGP7101,2A,2022-01-19,2022-01-26,,,WED,,,,,JLG04,18:30,21:20,Business ethics and social responsibility
SLGP7101,2A,2022-02-09,2022-03-02,,,WED,,,,,JLG04,18:30,21:20,Business ethics and social responsibility
SLGP7103,2A,2022-03-18,2022-04-08,,,,,FRI,,,KB132,18:30,21:20,Social entrepreneurship and social innovation
SLGP7103,2A,2022-04-22,2022-04-29,,,,,FRI,,,KB132,18:30,21:20,Social entrepreneurship and social innovation
SLGP7107,2A,2022-01-20,2022-01-27,,,,THU,,,,MWT7,18:30,21:20,"Transparency, accountability and disclosure"
SLGP7107,2A,2022-02-10,2022-03-03,,,,THU,,,,MB142,18:30,21:20,"Transparency, accountability and disclosure"
